5858,730,10.0,2021-09-28 18:08:20-03:00,0 days 00:00:09
5868,730,30.0,2021-09-28 18:35:38-03:00,0 days 00:01:37
6247,730,2.0,2021-10-06 18:00:16-03:00,0 days 00:00:22
6248,730,2.0,2021-10-06 18:00:46-03:00,0 days 00:00:30
6254,730,2.0,2021-10-06 18:10:20-03:00,0 days 00:00:18
6269,730,2.0,2021-10-06 18:55:05-03:00,0 days 00:00:31
6694,730,10.0,2021-10-19 16:28:22-03:00,0 days 00:01:19
5420,732,7.0200000000000005,2021-09-22 19:11:14-03:00,0 days 00:00:00
5516,732,31.195,2021-09-23 14:54:50-03:00,0 days 00:00:00
6874,732,10.064000000000002,2021-10-23 13:14:46-03:00,0 days 00:00:00
7093,732,5.0,2021-10-27 16:48:31-03:00,0 days 00:00:09
7168,732,2.0,2021-10-29 19:16:50-03:00,0 days 00:00:04
7169,732,5.0,2021-10-29 19:16:54-03:00,0 days 00:00:04
7170,732,2.0,2021-10-29 19:16:57-03:00,0 days 00:00:03
5313,737,4.0,2021-09-18 20:46:50-03:00,0 days 00:00:00
5371,737,12.0,2021-09-21 15:55:27-03:00,0 days 00:00:00
5370,737,6.0,2021-09-21 15:55:27-03:00,0 days 00:00:00
5386,737,6.0,2021-09-21 20:16:52-03:00,0 days 00:00:00
5713,737,20.0,2021-09-26 10:02:50-03:00,0 days 00:00:00
6381,737,18.75,2021-10-10 18:18:40-03:00,0 days 00:00:01
