id,cliente_id,valor,data,intervalo
2012,74,-1.0,2020-12-08 20:44:47-03:00,0 days 00:00:35
2013,74,-1.0,2020-12-08 20:45:17-03:00,0 days 00:00:30
2018,74,-1.0,2020-12-08 21:10:17-03:00,0 days 00:00:27
2019,74,-1.0,2020-12-08 21:11:07-03:00,0 days 00:00:50
2020,74,-1.0,2020-12-08 21:11:35-03:00,0 days 00:00:28
2024,74,-1.0,2020-12-08 21:40:53-03:00,0 days 00:00:31
2025,74,-1.0,2020-12-08 21:41:26-03:00,0 days 00:00:33
2026,74,-1.0,2020-12-08 21:42:01-03:00,0 days 00:00:35
2033,74,-1.0,2020-12-08 22:10:41-03:00,0 days 00:00:55
2034,74,-1.0,2020-12-08 22:11:25-03:00,0 days 00:00:44
2035,74,-1.0,2020-12-08 22:12:04-03:00,0 days 00:00:39
2043,74,-1.0,2020-12-08 22:39:58-03:00,0 days 00:01:03
2044,74,-1.0,2020-12-08 22:40:21-03:00,0 days 00:00:23
2045,74,-1.0,2020-12-08 22:40:41-03:00,0 days 00:00:20
2046,74,-1.0,2020-12-08 22:41:08-03:00,0 days 00:00:27
2051,74,-1.0,2020-12-08 23:12:25-03:00,0 days 00:00:52
2052,74,-1.0,2020-12-08 23:12:50-03:00,0 days 00:00:25
2054,74,-1.0,2020-12-08 23:13:06-03:00,0 days 00:00:16
2066,74,-2.0,2020-12-09 17:59:52-03:00,0 days 00:00:36
2071,74,-5.0,2020-12-09 18:12:27-03:00,0 days 00:00:55
2072,74,-5.0,2020-12-09 18:13:12-03:00,0 days 00:00:45
2073,74,-1.0,2020-12-09 18:14:00-03:00,0 days 00:00:48
2074,74,-1.0,2020-12-09 18:15:12-03:00,0 days 00:01:12
2075,74,-8.0,2020-12-09 18:15:40-03:00,0 days 00:00:28
2079,74,-2.0,2020-12-09 18:39:32-03:00,0 days 00:00:28
2080,74,-5.0,2020-12-09 18:39:54-03:00,0 days 00:00:22
2081,74,-1.0,2020-12-09 18:40:33-03:00,0 days 00:00:39
2094,74,-1.0,2020-12-09 20:21:52-03:00,0 days 00:00:34
2112,74,-1.0,2020-12-09 21:37:35-03:00,0 days 00:00:53
2126,74,-2.0,2020-12-09 22:35:27-03:00,0 days 00:00:22
2140,74,-1.0,2020-12-10 18:56:55-03:00,0 days 00:00:41
2147,74,-1.0,2020-12-10 19:53:28-03:00,0 days 00:01:19
2157,74,-1.0,2020-12-10 21:07:25-03:00,0 days 00:00:48
2158,74,-1.0,2020-12-10 21:07:47-03:00,0 days 00:00:22
2205,74,-5.0,2020-12-10 23:25:52-03:00,0 days 00:00:16
2206,74,-5.0,2020-12-10 23:26:14-03:00,0 days 00:00:22
2221,74,-4.0,2020-12-11 19:10:28-03:00,0 days 00:00:29
2222,74,-4.0,2020-12-11 19:10:46-03:00,0 days 00:00:18
2223,74,-2.0,2020-12-11 19:11:15-03:00,0 days 00:00:29
2225,74,-2.0,2020-12-11 19:11:32-03:00,0 days 00:00:17
2327,74,-3.0,2020-12-11 22:37:09-03:00,0 days 00:00:20
2328,74,-5.0,2020-12-11 22:37:29-03:00,0 days 00:00:20
2329,74,-2.0,2020-12-11 22:37:49-03:00,0 days 00:00:20
2334,74,-2.0,2020-12-11 22:58:56-03:00,0 days 00:00:47
2335,74,-2.0,2020-12-11 22:59:14-03:00,0 days 00:00:18
2343,74,-3.0,2020-12-12 11:43:48-03:00,0 days 00:00:18
2344,74,-2.0,2020-12-12 11:44:05-03:00,0 days 00:00:17
2348,74,-1.0,2020-12-12 12:08:05-03:00,0 days 00:01:03
2349,74,-1.0,2020-12-12 12:08:32-03:00,0 days 00:00:27
2350,74,-3.0,2020-12-12 12:09:29-03:00,0 days 00:00:57
2351,74,-2.0,2020-12-12 12:09:44-03:00,0 days 00:00:15
2355,74,-2.0,2020-12-12 12:30:12-03:00,0 days 00:00:25
2373,74,-1.0,2020-12-12 19:21:53-03:00,0 days 00:01:49
2374,74,-1.0,2020-12-12 19:22:31-03:00,0 days 00:00:38
2376,74,-1.0,2020-12-12 19:23:05-03:00,0 days 00:00:34
2382,74,-1.0,2020-12-12 19:46:35-03:00,0 days 00:00:30
2394,74,-2.0,2020-12-12 20:10:28-03:00,0 days 00:00:19
2399,74,-1.0,2020-12-12 20:13:51-03:00,0 days 00:00:29
2400,74,-1.0,2020-12-12 20:14:24-03:00,0 days 00:00:33
2405,74,-1.0,2020-12-12 20:31:54-03:00,0 days 00:00:35
2407,74,-1.0,2020-12-12 20:32:24-03:00,0 days 00:00:30
2409,74,-1.0,2020-12-12 20:33:07-03:00,0 days 00:00:43
2434,74,-1.0,2020-12-12 21:24:14-03:00,0 days 00:01:08
2435,74,-1.0,2020-12-12 21:24:47-03:00,0 days 00:00:33
2443,74,-1.0,2020-12-12 21:58:43-03:00,0 days 00:00:39
2445,74,-1.0,2020-12-12 21:59:31-03:00,0 days 00:00:48
2456,74,-1.0,2020-12-12 22:37:19-03:00,0 days 00:00:32
2465,74,-1.0,2020-12-13 18:32:48-03:00,0 days 00:00:23
2511,74,-2.0,2020-12-16 19:13:03-03:00,0 days 00:00:38
2525,74,-1.0,2020-12-16 22:43:58-03:00,0 days 00:00:40
2530,74,-2.0,2020-12-17 18:57:45-03:00,0 days 00:00:22
2541,74,-2.0,2020-12-17 20:43:01-03:00,0 days 00:00:57
2559,74,-1.0,2020-12-17 21:50:39-03:00,0 days 00:01:07
2591,74,-4.0,2020-12-18 14:43:47-03:00,0 days 00:00:42
2617,74,-1.0,2020-12-18 20:03:32-03:00,0 days 00:00:29
2656,74,-1.0,2020-12-18 21:49:46-03:00,0 days 00:00:31
2657,74,-1.0,2020-12-18 21:51:20-03:00,0 days 00:01:34
2695,74,-2.0,2020-12-19 14:49:47-03:00,0 days 00:00:36
2696,74,-4.0,2020-12-19 14:50:53-03:00,0 days 00:01:06
2697,74,-2.0,2020-12-19 14:52:09-03:00,0 days 00:01:16
2698,74,-10.0,2020-12-19 14:52:39-03:00,0 days 00:00:30
2812,74,-5.0,2020-12-22 21:58:59-03:00,0 days 00:00:26
2815,74,-5.0,2020-12-22 22:13:48-03:00,0 days 00:01:10
2823,74,-2.0,2020-12-22 22:24:07-03:00,0 days 00:00:17
2851,74,-3.0,2020-12-23 22:40:07-03:00,0 days 00:00:11
2857,74,-1.0,2020-12-25 17:45:11-03:00,0 days 00:01:51
2895,74,-1.0,2020-12-29 19:48:19-03:00,0 days 00:00:32
2899,74,-1.0,2020-12-29 19:49:01-03:00,0 days 00:00:42
2902,74,-1.0,2020-12-29 19:53:00-03:00,0 days 00:00:43
2905,74,-1.0,2020-12-29 20:09:52-03:00,0 days 00:00:36
2907,74,-1.0,2020-12-29 20:12:57-03:00,0 days 00:00:28
2908,74,-1.0,2020-12-29 20:13:31-03:00,0 days 00:00:34
2932,74,-5.0,2021-01-03 14:21:46-03:00,0 days 00:00:38
2946,74,-1.0,2021-01-06 18:38:08-03:00,0 days 00:00:21
2947,74,-1.0,2021-01-06 18:38:33-03:00,0 days 00:00:25
2954,74,-2.0,2021-01-07 15:32:01-03:00,0 days 00:01:16
2962,74,-3.0,2021-01-08 19:15:27-03:00,0 days 00:01:10
2970,74,-2.0,2021-01-08 19:43:57-03:00,0 days 00:01:19
2971,74,-2.0,2021-01-08 19:44:14-03:00,0 days 00:00:17
2972,74,-1.0,2021-01-08 19:44:27-03:00,0 days 00:00:13
2981,74,-5.0,2021-01-08 20:21:20-03:00,0 days 00:00:28
2982,74,-5.0,2021-01-08 20:21:53-03:00,0 days 00:00:33
2983,74,-5.0,2021-01-08 20:22:10-03:00,0 days 00:00:17
3043,74,-2.0,2021-01-20 14:40:14-03:00,0 days 00:00:10
3368,74,-2.0,2021-03-24 18:17:20-03:00,0 days 00:01:08
4039,74,-10.0,2021-06-30 20:43:41-03:00,0 days 00:01:10
4041,74,-3.0,2021-06-30 23:46:41-03:00,0 days 00:01:07
4888,74,-6.0,2021-08-15 12:43:02-03:00,0 days 00:01:40
4959,74,-10.0,2021-08-22 13:08:38-03:00,0 days 00:01:53
178,205,-1.0,2019-11-19 10:43:19-03:00,0 days 00:00:15
179,205,-1.0,2019-11-19 10:43:34-03:00,0 days 00:00:15
276,205,-3.0,2019-12-08 13:20:51-03:00,0 days 00:01:47
278,205,-2.0,2019-12-08 13:24:47-03:00,0 days 00:01:15
284,205,-3.0,2019-12-08 18:01:11-03:00,0 days 00:01:51
399,205,-1.0,2020-01-21 20:53:23-03:00,0 days 00:01:37
400,205,-1.0,2020-01-21 20:54:24-03:00,0 days 00:01:01
401,205,-1.0,2020-01-21 20:55:40-03:00,0 days 00:01:16
402,205,-1.0,2020-01-21 20:56:24-03:00,0 days 00:00:44
403,205,-61.0,2020-01-21 20:57:23-03:00,0 days 00:00:59
404,205,-1.0,2020-01-21 20:58:33-03:00,0 days 00:01:10
405,205,-1.0,2020-01-21 20:59:56-03:00,0 days 00:01:23
406,205,-1.0,2020-01-21 21:01:49-03:00,0 days 00:01:53
408,205,-1.0,2020-01-21 21:05:04-03:00,0 days 00:00:57
410,205,-2.0,2020-01-21 21:09:23-03:00,0 days 00:01:51
411,205,-1.0,2020-01-21 21:10:50-03:00,0 days 00:01:27
412,205,-1.0,2020-01-21 21:11:54-03:00,0 days 00:01:04
413,205,-1.0,2020-01-21 21:13:14-03:00,0 days 00:01:20
414,205,-1.0,2020-01-21 21:14:15-03:00,0 days 00:01:01
415,205,-1.0,2020-01-21 21:15:25-03:00,0 days 00:01:10
420,205,-1.0,2020-01-27 16:35:11-03:00,0 days 00:01:36
421,205,-2.0,2020-01-27 16:36:03-03:00,0 days 00:00:52
422,205,-2.0,2020-01-27 16:37:22-03:00,0 days 00:01:19
425,205,-1.0,2020-01-27 16:42:04-03:00,0 days 00:01:30
426,205,-1.0,2020-01-27 16:42:49-03:00,0 days 00:00:45
4085,205,-2.0,2021-07-02 09:43:08-03:00,0 days 00:00:29
4086,205,-2.0,2021-07-02 09:44:43-03:00,0 days 00:01:35
4150,205,-2.0,2021-07-03 20:19:58-03:00,0 days 00:00:51
4412,205,-2.0,2021-07-12 14:51:01-03:00,0 days 00:00:32
4413,205,-2.0,2021-07-12 14:51:52-03:00,0 days 00:00:51
4414,205,-2.0,2021-07-12 14:53:23-03:00,0 days 00:01:31
4433,205,-2.0,2021-07-13 18:08:11-03:00,0 days 00:00:32
4447,205,-2.0,2021-07-14 11:15:33-03:00,0 days 00:00:37
4448,205,-2.0,2021-07-14 11:16:28-03:00,0 days 00:00:55
4456,205,-2.0,2021-07-14 15:13:55-03:00,0 days 00:00:28
4467,205,-2.0,2021-07-15 00:27:20-03:00,0 days 00:01:17
4468,205,-2.0,2021-07-15 00:27:52-03:00,0 days 00:00:32
4469,205,-2.0,2021-07-15 00:29:35-03:00,0 days 00:01:43
4470,205,-2.0,2021-07-15 00:29:50-03:00,0 days 00:00:15
4471,205,-2.0,2021-07-15 00:30:33-03:00,0 days 00:00:43
4473,205,-5.0,2021-07-15 00:35:27-03:00,0 days 00:00:30
4475,205,-2.0,2021-07-15 07:14:19-03:00,0 days 00:00:31
4478,205,-2.0,2021-07-15 09:12:33-03:00,0 days 00:01:35
4485,205,-2.0,2021-07-15 15:38:08-03:00,0 days 00:00:54
4486,205,-2.0,2021-07-15 15:38:34-03:00,0 days 00:00:26
4491,205,-5.0,2021-07-15 23:51:47-03:00,0 days 00:01:30
4505,205,-2.0,2021-07-16 19:52:11-03:00,0 days 00:00:39
4506,205,-2.0,2021-07-16 19:52:55-03:00,0 days 00:00:44
4515,205,-2.0,2021-07-17 00:23:07-03:00,0 days 00:01:50
4529,205,-2.0,2021-07-17 12:08:09-03:00,0 days 00:01:22
4530,205,-2.0,2021-07-17 12:09:11-03:00,0 days 00:01:02
4531,205,-2.0,2021-07-17 12:09:58-03:00,0 days 00:00:47
4532,205,-2.0,2021-07-17 12:10:12-03:00,0 days 00:00:14
4542,205,-2.0,2021-07-17 15:30:38-03:00,0 days 00:00:25
4543,205,-2.0,2021-07-17 15:31:01-03:00,0 days 00:00:23
4552,205,-2.0,2021-07-17 19:56:54-03:00,0 days 00:01:25
4558,205,-2.0,2021-07-17 22:47:25-03:00,0 days 00:00:39
4562,205,-5.0,2021-07-18 00:14:26-03:00,0 days 00:00:56
4584,205,-2.0,2021-07-19 00:13:27-03:00,0 days 00:00:40
4601,205,-2.0,2021-07-21 21:02:23-03:00,0 days 00:01:11
4607,205,-2.0,2021-07-21 23:32:44-03:00,0 days 00:00:25
4608,205,-2.0,2021-07-21 23:33:20-03:00,0 days 00:00:36
4611,205,-2.0,2021-07-21 23:46:48-03:00,0 days 00:01:19
4616,205,-2.0,2021-07-22 20:06:54-03:00,0 days 00:00:46
4622,205,-5.0,2021-07-23 00:31:33-03:00,0 days 00:00:56
4623,205,-2.0,2021-07-23 00:32:11-03:00,0 days 00:00:38
4631,205,-7.0,2021-07-23 19:28:15-03:00,0 days 00:01:51
4633,205,-2.0,2021-07-24 01:37:49-03:00,0 days 00:01:27
4634,205,-2.0,2021-07-24 01:39:11-03:00,0 days 00:01:22
4637,205,-2.0,2021-07-24 01:51:24-03:00,0 days 00:01:09
4638,205,-2.0,2021-07-24 01:51:59-03:00,0 days 00:00:35
4639,205,-2.0,2021-07-24 01:52:32-03:00,0 days 00:00:33
4641,205,-2.0,2021-07-24 01:57:02-03:00,0 days 00:00:33
4649,205,-2.0,2021-07-24 14:15:39-03:00,0 days 00:01:07
4652,205,-2.0,2021-07-24 14:23:17-03:00,0 days 00:00:42
4655,205,-2.0,2021-07-24 16:41:18-03:00,0 days 00:00:30
4656,205,-2.0,2021-07-24 16:41:43-03:00,0 days 00:00:25
4657,205,-2.0,2021-07-24 16:42:40-03:00,0 days 00:00:57
4659,205,-2.0,2021-07-24 20:48:19-03:00,0 days 00:01:41
4660,205,-2.0,2021-07-24 20:48:58-03:00,0 days 00:00:39
4662,205,-5.0,2021-07-24 22:47:31-03:00,0 days 00:00:35
4667,205,-2.0,2021-07-24 23:25:32-03:00,0 days 00:01:20
4668,205,-2.0,2021-07-24 23:26:11-03:00,0 days 00:00:39
4669,205,-2.0,2021-07-24 23:27:43-03:00,0 days 00:01:32
4670,205,-2.0,2021-07-24 23:28:11-03:00,0 days 00:00:28
4671,205,-2.0,2021-07-24 23:28:37-03:00,0 days 00:00:26
4674,205,-2.0,2021-07-25 00:39:45-03:00,0 days 00:01:27
4675,205,-2.0,2021-07-25 00:40:30-03:00,0 days 00:00:45
4679,205,-10.0,2021-07-25 09:21:23-03:00,0 days 00:00:55
4681,205,-2.0,2021-07-25 09:25:48-03:00,0 days 00:00:14
4686,205,-2.0,2021-07-25 15:30:01-03:00,0 days 00:00:18
4687,205,-2.0,2021-07-25 15:30:27-03:00,0 days 00:00:26
4700,205,-2.0,2021-07-25 19:57:48-03:00,0 days 00:00:50
4705,205,-2.0,2021-07-25 23:04:48-03:00,0 days 00:01:19
4707,205,-2.0,2021-07-26 01:49:50-03:00,0 days 00:00:12
4708,205,-2.0,2021-07-26 01:50:22-03:00,0 days 00:00:32
4716,205,-5.0,2021-07-27 15:12:13-03:00,0 days 00:01:20
4717,205,-2.0,2021-07-27 15:12:37-03:00,0 days 00:00:24
4718,205,-2.0,2021-07-27 15:12:55-03:00,0 days 00:00:18
4719,205,-2.0,2021-07-27 15:13:15-03:00,0 days 00:00:20
4720,205,-2.0,2021-07-27 15:14:42-03:00,0 days 00:01:27
4721,205,-2.0,2021-07-27 15:15:41-03:00,0 days 00:00:59
4723,205,-5.0,2021-07-27 18:57:32-03:00,0 days 00:00:45
4724,205,-5.0,2021-07-27 18:58:19-03:00,0 days 00:00:47
4725,205,-5.0,2021-07-27 18:58:38-03:00,0 days 00:00:19
4726,205,-2.0,2021-07-27 18:59:15-03:00,0 days 00:00:37
4731,205,-2.0,2021-07-27 21:14:43-03:00,0 days 00:01:45
4732,205,-2.0,2021-07-27 21:15:22-03:00,0 days 00:00:39
4737,205,-2.0,2021-07-27 23:07:29-03:00,0 days 00:01:10
4740,205,-10.0,2021-07-28 04:55:58-03:00,0 days 00:00:51
4743,205,-2.0,2021-07-28 06:16:30-03:00,0 days 00:00:36
4746,205,-5.0,2021-07-28 09:08:31-03:00,0 days 00:01:34
4783,205,-2.0,2021-07-28 11:33:35-03:00,0 days 00:00:23
4784,205,-5.0,2021-07-28 11:34:37-03:00,0 days 00:01:02
4785,205,-5.0,2021-07-28 11:35:26-03:00,0 days 00:00:49
4786,205,-2.0,2021-07-28 11:35:57-03:00,0 days 00:00:31
4790,205,-2.0,2021-07-28 16:56:46-03:00,0 days 00:00:19
4791,205,-2.0,2021-07-28 16:57:02-03:00,0 days 00:00:16
4792,205,-20.0,2021-07-28 16:58:14-03:00,0 days 00:01:12
4795,205,-2.0,2021-07-28 17:18:03-03:00,0 days 00:01:38
4797,205,-4.0,2021-07-28 17:29:27-03:00,0 days 00:01:31
4798,205,-10.0,2021-07-28 17:30:20-03:00,0 days 00:00:53
4799,205,-14.0,2021-07-28 17:31:30-03:00,0 days 00:01:10
4803,205,-2.0,2021-07-28 20:40:31-03:00,0 days 00:00:53
4804,205,-2.0,2021-07-28 20:41:16-03:00,0 days 00:00:45
4805,205,-2.0,2021-07-28 20:42:20-03:00,0 days 00:01:04
4807,205,-7.0,2021-07-28 21:54:23-03:00,0 days 00:01:01
4822,205,-2.0,2021-07-29 14:56:20-03:00,0 days 00:00:47
4835,205,-2.0,2021-07-31 05:29:49-03:00,0 days 00:01:38
5878,205,-2.0,2021-09-28 19:54:33-03:00,0 days 00:00:14
5881,205,-2.0,2021-09-28 21:07:33-03:00,0 days 00:00:44
5882,205,-2.0,2021-09-28 21:08:24-03:00,0 days 00:00:51
5883,205,-2.0,2021-09-28 21:08:43-03:00,0 days 00:00:19
5910,205,-2.0,2021-09-29 16:58:57-03:00,0 days 00:00:40
5911,205,-2.0,2021-09-29 16:59:32-03:00,0 days 00:00:35
5968,205,-2.0,2021-09-30 14:07:33-03:00,0 days 00:00:44
5969,205,-2.0,2021-09-30 14:08:12-03:00,0 days 00:00:39
5979,205,-2.0,2021-09-30 17:51:31-03:00,0 days 00:00:34
6056,205,-2.0,2021-10-02 20:17:13-03:00,0 days 00:01:24
6057,205,-2.0,2021-10-02 20:17:30-03:00,0 days 00:00:17
6058,205,-2.0,2021-10-02 20:17:49-03:00,0 days 00:00:19
6061,205,-2.0,2021-10-02 20:24:25-03:00,0 days 00:00:25
6062,205,-2.0,2021-10-02 20:24:45-03:00,0 days 00:00:20
6063,205,-2.0,2021-10-02 20:25:12-03:00,0 days 00:00:27
6071,205,-2.0,2021-10-03 01:47:41-03:00,0 days 00:01:06
6131,205,-2.0,2021-10-04 13:26:35-03:00,0 days 00:00:17
6132,205,-2.0,2021-10-04 13:27:13-03:00,0 days 00:00:38
6133,205,-2.0,2021-10-04 13:28:04-03:00,0 days 00:00:51
6150,205,-2.0,2021-10-04 20:06:58-03:00,0 days 00:00:40
6151,205,-2.0,2021-10-04 20:07:25-03:00,0 days 00:00:27
6152,205,-2.0,2021-10-04 20:07:41-03:00,0 days 00:00:16
6170,205,-2.0,2021-10-04 22:48:29-03:00,0 days 00:01:19
6171,205,-2.0,2021-10-04 22:49:05-03:00,0 days 00:00:36
6172,205,-2.0,2021-10-04 22:49:30-03:00,0 days 00:00:25
6173,205,-2.0,2021-10-04 22:49:47-03:00,0 days 00:00:17
6176,205,-2.0,2021-10-05 01:15:28-03:00,0 days 00:01:27
6177,205,-2.0,2021-10-05 01:15:47-03:00,0 days 00:00:19
6178,205,-2.0,2021-10-05 01:16:04-03:00,0 days 00:00:17
6179,205,-3.0,2021-10-05 01:16:35-03:00,0 days 00:00:31
6293,205,-2.0,2021-10-07 14:00:35-03:00,0 days 00:00:19
6294,205,-2.0,2021-10-07 14:01:04-03:00,0 days 00:00:29
6295,205,-2.0,2021-10-07 14:02:28-03:00,0 days 00:01:24
3496,211,-2.0,2021-05-18 18:43:31-03:00,0 days 00:01:54
5828,211,-2.0,2021-09-28 11:04:49-03:00,0 days 00:01:14
5905,211,-2.0,2021-09-29 16:19:28-03:00,0 days 00:01:14
5937,211,-3.0,2021-09-29 21:23:29-03:00,0 days 00:01:03
5938,211,-2.0,2021-09-29 21:25:13-03:00,0 days 00:01:44
6376,211,-2.0,2021-10-10 16:45:28-03:00,0 days 00:00:34
6758,211,-2.0,2021-10-20 13:23:24-03:00,0 days 00:01:13
6768,211,-4.0,2021-10-20 17:17:00-03:00,0 days 00:01:35
7587,211,-5.0,2021-11-06 17:27:08-03:00,0 days 00:01:21
7638,211,-2.0,2021-11-07 15:10:27-03:00,0 days 00:01:08
592,335,-20.0,2020-05-16 13:11:47-03:00,0 days 00:01:02
599,335,-25.0,2020-05-18 01:07:37-03:00,0 days 00:00:20
604,335,-20.0,2020-05-19 12:30:02-03:00,0 days 00:00:42
607,335,-20.0,2020-05-20 12:10:36-03:00,0 days 00:01:19
612,335,-5.0,2020-05-22 17:01:40-03:00,0 days 00:00:25
616,335,-10.0,2020-05-24 15:03:41-03:00,0 days 00:00:32
617,335,-10.0,2020-05-24 15:04:18-03:00,0 days 00:00:37
618,335,-10.0,2020-05-24 15:06:00-03:00,0 days 00:01:42
627,335,-2.0,2020-06-08 07:26:42-03:00,0 days 00:00:29
657,335,-2.0,2020-06-18 00:54:45-03:00,0 days 00:00:44
662,335,-5.0,2020-06-18 16:59:52-03:00,0 days 00:01:06
3360,370,-2.0,2021-03-17 13:21:33-03:00,0 days 00:01:22
1809,431,-50.0,2020-12-01 18:23:19-03:00,0 days 00:00:24
4279,431,-50.0,2021-07-07 22:53:08-03:00,0 days 00:00:40
1238,449,-2.0,2020-09-29 21:59:47-03:00,0 days 00:00:52
1292,449,-2.0,2020-10-06 13:02:49-03:00,0 days 00:01:03
1328,449,-2.0,2020-10-07 20:12:12-03:00,0 days 00:01:19
1505,495,-1.0,2020-11-23 08:50:59-03:00,0 days 00:01:40
1521,515,-500.0,2020-11-24 13:40:57-03:00,0 days 00:01:40
1548,515,-100.0,2020-11-24 21:20:54-03:00,0 days 00:00:51
1549,515,-100.0,2020-11-24 21:22:37-03:00,0 days 00:01:43
1551,515,-10.0,2020-11-24 21:24:01-03:00,0 days 00:01:24
1552,515,-10.0,2020-11-24 21:25:26-03:00,0 days 00:01:25
1595,515,-10.0,2020-11-25 19:04:06-03:00,0 days 00:01:05
1679,515,-500.0,2020-11-28 16:52:43-03:00,0 days 00:00:33
1961,523,-2.0,2020-12-08 17:49:00-03:00,0 days 00:01:49
1964,523,-1.0,2020-12-08 17:57:48-03:00,0 days 00:00:51
1965,523,-1.0,2020-12-08 17:58:15-03:00,0 days 00:00:27
1966,523,-1.0,2020-12-08 17:59:09-03:00,0 days 00:00:54
1967,523,-1.0,2020-12-08 17:59:35-03:00,0 days 00:00:26
1968,523,-1.0,2020-12-08 18:00:09-03:00,0 days 00:00:34
1969,523,-1.0,2020-12-08 18:00:48-03:00,0 days 00:00:39
1970,523,-1.0,2020-12-08 18:01:30-03:00,0 days 00:00:42
1971,523,-1.0,2020-12-08 18:02:13-03:00,0 days 00:00:43
1972,523,-1.0,2020-12-08 18:02:35-03:00,0 days 00:00:22
1977,523,-1.0,2020-12-08 19:02:05-03:00,0 days 00:01:02
1980,523,-1.0,2020-12-08 19:10:08-03:00,0 days 00:00:44
1991,523,-2.0,2020-12-08 19:40:42-03:00,0 days 00:00:51
2003,523,-2.0,2020-12-08 20:14:21-03:00,0 days 00:00:30
2008,523,-1.0,2020-12-08 20:42:01-03:00,0 days 00:00:33
2009,523,-2.0,2020-12-08 20:43:06-03:00,0 days 00:01:05
2022,523,-2.0,2020-12-08 21:13:03-03:00,0 days 00:01:19
2028,523,-2.0,2020-12-08 21:43:41-03:00,0 days 00:00:56
2037,523,-2.0,2020-12-08 22:14:38-03:00,0 days 00:00:51
2042,523,-2.0,2020-12-08 22:38:56-03:00,0 days 00:00:34
2055,523,-4.0,2020-12-08 23:13:58-03:00,0 days 00:01:01
2056,523,-2.0,2020-12-08 23:15:09-03:00,0 days 00:01:11
2059,523,-2.0,2020-12-09 14:52:37-03:00,0 days 00:00:32
2090,523,-1.0,2020-12-09 19:52:35-03:00,0 days 00:00:31
2093,523,-1.0,2020-12-09 20:21:38-03:00,0 days 00:00:24
2101,523,-1.0,2020-12-09 20:55:45-03:00,0 days 00:00:51
2108,523,-1.0,2020-12-09 21:29:10-03:00,0 days 00:00:39
2109,523,-1.0,2020-12-09 21:29:40-03:00,0 days 00:00:30
2110,523,-1.0,2020-12-09 21:30:08-03:00,0 days 00:00:28
2120,523,-1.0,2020-12-09 22:04:14-03:00,0 days 00:00:25
2121,523,-1.0,2020-12-09 22:04:39-03:00,0 days 00:00:25
2122,523,-1.0,2020-12-09 22:05:06-03:00,0 days 00:00:27
2128,523,-1.0,2020-12-09 22:36:37-03:00,0 days 00:00:20
2129,523,-1.0,2020-12-09 22:36:58-03:00,0 days 00:00:21
2160,523,-1.0,2020-12-10 21:14:29-03:00,0 days 00:00:18
2161,523,-1.0,2020-12-10 21:14:49-03:00,0 days 00:00:20
2162,523,-1.0,2020-12-10 21:15:13-03:00,0 days 00:00:24
2166,523,-1.0,2020-12-10 21:43:23-03:00,0 days 00:00:28
2167,523,-1.0,2020-12-10 21:43:43-03:00,0 days 00:00:20
2173,523,-1.0,2020-12-10 22:10:26-03:00,0 days 00:00:29
2174,523,-1.0,2020-12-10 22:10:49-03:00,0 days 00:00:23
2175,523,-1.0,2020-12-10 22:11:18-03:00,0 days 00:00:29
2176,523,-1.0,2020-12-10 22:11:48-03:00,0 days 00:00:30
2177,523,-1.0,2020-12-10 22:12:10-03:00,0 days 00:00:22
2180,523,-1.0,2020-12-10 22:46:32-03:00,0 days 00:00:18
2181,523,-1.0,2020-12-10 22:46:59-03:00,0 days 00:00:27
2182,523,-1.0,2020-12-10 22:47:23-03:00,0 days 00:00:24
2183,523,-2.0,2020-12-10 22:48:16-03:00,0 days 00:00:53
2202,523,-1.0,2020-12-10 23:20:25-03:00,0 days 00:00:49
2203,523,-1.0,2020-12-10 23:20:43-03:00,0 days 00:00:18
2325,523,-1.0,2020-12-11 22:30:21-03:00,0 days 00:00:22
2332,523,-1.0,2020-12-11 22:56:08-03:00,0 days 00:00:15
2472,523,-1.0,2020-12-14 20:18:34-03:00,0 days 00:00:32
2479,523,-1.0,2020-12-14 21:33:31-03:00,0 days 00:00:25
2484,523,-1.0,2020-12-14 22:32:25-03:00,0 days 00:00:21
2513,523,-1.0,2020-12-16 19:13:37-03:00,0 days 00:00:24
2516,523,-1.0,2020-12-16 21:38:23-03:00,0 days 00:00:40
2519,523,-1.0,2020-12-16 21:58:33-03:00,0 days 00:00:21
2522,523,-1.0,2020-12-16 22:34:31-03:00,0 days 00:00:17
2523,523,-1.0,2020-12-16 22:36:10-03:00,0 days 00:01:39
2533,523,-1.0,2020-12-17 19:14:08-03:00,0 days 00:00:50
2534,523,-1.0,2020-12-17 19:14:30-03:00,0 days 00:00:22
2536,523,-1.0,2020-12-17 19:57:06-03:00,0 days 00:00:25
2537,523,-1.0,2020-12-17 19:57:38-03:00,0 days 00:00:32
2543,523,-1.0,2020-12-17 20:45:16-03:00,0 days 00:00:32
2544,523,-1.0,2020-12-17 20:45:43-03:00,0 days 00:00:27
2552,523,-1.0,2020-12-17 21:39:36-03:00,0 days 00:00:16
2554,523,-1.0,2020-12-17 21:40:05-03:00,0 days 00:00:29
2556,523,-1.0,2020-12-17 21:41:48-03:00,0 days 00:01:43
2563,523,-1.0,2020-12-17 22:09:11-03:00,0 days 00:01:00
2565,523,-1.0,2020-12-17 22:10:08-03:00,0 days 00:00:57
2586,523,-2.0,2020-12-18 10:26:21-03:00,0 days 00:00:23
